,Player,Actual,Adjusted,Year
523,Randy White,"$855,000","$1,862,837",1992
524,Terry Mills,"$850,000","$1,851,943",1992
525,Darrell Griffith,"$850,000","$1,851,943",1992
526,Dave Jamerson,"$840,000","$1,830,156",1992
527,Tim McCormick,"$825,000","$1,797,474",1992
528,Tom Hammonds,"$825,000","$1,797,474",1992
529,Duane Causwell,"$820,000","$1,786,581",1992
530,Trent Tucker,"$813,000","$1,771,329",1992
531,Hersey Hawkins,"$805,000","$1,753,899",1992
532,Gerald Wilkins,"$795,000","$1,732,112",1992
533,Fred Roberts,"$791,000","$1,723,397",1992
534,Ledell Eackles,"$780,000","$1,699,430",1992
535,Bison Dele,"$777,000","$1,692,894",1992
536,Buck Johnson,"$775,000","$1,688,536",1992
537,Willie Anderson,"$775,000","$1,688,536",1992
538,Joe Wolf,"$763,000","$1,662,391",1992
539,Vern Fleming,"$760,000","$1,655,855",1992
540,Jay Humphries,"$760,000","$1,655,855",1992
541,Pooh Richardson,"$760,000","$1,655,855",1992
542,Tod Murphy,"$760,000","$1,655,855",1992
543,Victor Alexander,"$750,000","$1,634,068",1992
544,Olden Polynice,"$750,000","$1,634,068",1992
545,Nick Anderson,"$750,000","$1,634,068",1992
546,Charles Jones,"$750,000","$1,634,068",1992
547,Jerrod Mustaf,"$735,000","$1,601,386",1992
548,Nate McMillan,"$733,000","$1,597,029",1992
549,Kevin Willis,"$725,000","$1,579,599",1992
550,Danny Ainge,"$725,000","$1,579,599",1992
551,Dee Brown,"$705,000","$1,536,023",1992
552,Gerald Glass,"$705,000","$1,536,023",1992
553,Craig Hodges,"$700,000","$1,525,130",1992
554,John Battle,"$700,000","$1,525,130",1992
555,Chris Gatling,"$700,000","$1,525,130",1992
556,Terry Teagle,"$700,000","$1,525,130",1992
557,Greg Kite,"$700,000","$1,525,130",1992
558,Andrew Lang,"$700,000","$1,525,130",1992
559,Alexander Volkov,"$675,000","$1,470,661",1992
560,Tim Perry,"$675,000","$1,470,661",1992
561,Stojko Vrankovic,"$665,000","$1,448,873",1992
562,Darrell Walker,"$665,000","$1,448,873",1992
563,Mike Woodson,"$658,000","$1,433,622",1992
564,Chris Morris,"$650,000","$1,416,192",1992
565,Jayson Williams,"$650,000","$1,416,192",1992
566,Ed Nealy,"$650,000","$1,416,192",1992
567,Dwayne Schintzius,"$650,000","$1,416,192",1992
568,Chucky Brown,"$640,000","$1,394,404",1992
569,Jerome Lane,"$640,000","$1,394,404",1992
570,Tim Hardaway,"$640,000","$1,394,404",1992
571,Sam Mitchell,"$630,000","$1,372,617",1992
572,Michael Smith,"$625,000","$1,361,723",1992
573,Kevin Brooks,"$625,000","$1,361,723",1992
574,LaBradford Smith,"$620,000","$1,350,829",1992
575,Eric Leckner,"$618,000","$1,346,472",1992
576,John Turner,"$615,000","$1,339,935",1992
577,Sedale Threatt,"$612,000","$1,333,399",1992
578,Larry Krystkowiak,"$605,000","$1,318,148",1992
579,Bob Hansen,"$600,000","$1,307,254",1992
580,Brad Davis,"$600,000","$1,307,254",1992
581,Brad Sellers,"$600,000","$1,307,254",1992
582,Greg Dreiling,"$600,000","$1,307,254",1992
583,Larry Drew,"$600,000","$1,307,254",1992
584,Kevin Edwards,"$600,000","$1,307,254",1992
585,Rich King,"$600,000","$1,307,254",1992
586,Eric Murdock,"$600,000","$1,307,254",1992
587,Mookie Blaylock,"$575,000","$1,252,785",1992
588,Elden Campbell,"$575,000","$1,252,785",1992
589,Anthony Bonner,"$568,000","$1,237,534",1992
590,Todd Lichti,"$565,000","$1,230,997",1992
591,Jerome Kersey,"$561,000","$1,222,282",1992
592,Spud Webb,"$560,000","$1,220,104",1992
593,Steve Kerr,"$553,000","$1,204,852",1992
594,John Bagley,"$550,000","$1,198,316",1992
595,Rod Higgins,"$550,000","$1,198,316",1992
596,Randy Wittman,"$550,000","$1,198,316",1992
597,Jeff Turner,"$550,000","$1,198,316",1992
598,Stanley Roberts,"$550,000","$1,198,316",1992
599,Danny Young,"$550,000","$1,198,316",1992
600,Mark Alarie,"$550,000","$1,198,316",1992
601,Mark Acres,"$547,000","$1,191,780",1992
602,Dan Majerle,"$535,000","$1,165,635",1992
603,Rick Fox,"$525,000","$1,143,847",1992
604,Terrell Brandon,"$525,000","$1,143,847",1992
605,Winston Bennett,"$525,000","$1,143,847",1992
606,Otis Smith,"$525,000","$1,143,847",1992
607,Stuart Gray,"$520,000","$1,132,953",1992
608,Bill Hanzlik,"$508,000","$1,106,808",1992
609,Tom Tolbert,"$506,000","$1,102,451",1992
610,Les Jepsen,"$504,000","$1,098,093",1992
611,Duane Ferrell,"$500,000","$1,089,378",1992
612,Will Perdue,"$500,000","$1,089,378",1992
613,Alex English,"$500,000","$1,089,378",1992
614,Scott Hastings,"$500,000","$1,089,378",1992
615,Micheal Williams,"$500,000","$1,089,378",1992
616,Dana Barros,"$500,000","$1,089,378",1992
617,Dave Hoppen,"$500,000","$1,089,378",1992
618,Alaa Abdelnaby,"$494,000","$1,076,306",1992
619,Tate George,"$481,000","$1,047,982",1992
620,Anthony Cook,"$480,000","$1,045,803",1992
621,Henry James,"$477,000","$1,039,267",1992
622,Pete Chilcutt,"$475,000","$1,034,909",1992
623,Cliff Robinson,"$474,000","$1,032,730",1992
624,Negele Knight,"$469,000","$1,021,837",1992
625,Kenny Gattison,"$456,000","$993,513",1992
626,Brian Oliver,"$456,000","$993,513",1992
627,John Morton,"$450,000","$980,440",1992
628,Winston Garland,"$450,000","$980,440",1992
629,Brian Quinnett,"$450,000","$980,440",1992
630,Andrew Toney,"$450,000","$980,440",1992
631,Mark Bryant,"$450,000","$980,440",1992
632,Harvey Grant,"$450,000","$980,440",1992
633,Rickey Green,"$445,000","$969,546",1992
634,BJ Armstrong,"$435,000","$947,759",1992
635,Dale Davis,"$430,000","$936,865",1992
636,Shawn Kemp,"$430,000","$936,865",1992
637,Reggie Williams,"$425,000","$925,971",1992
638,Quintin Dailey,"$425,000","$925,971",1992
639,Lance Blanks,"$415,000","$904,184",1992
640,Kenny Payne,"$410,000","$893,290",1992
641,Mike Holton,"$400,000","$871,502",1992
642,Tony Smith,"$400,000","$871,502",1992
643,Scott Brooks,"$400,000","$871,502",1992
644,John Starks,"$400,000","$871,502",1992
645,Rod Strickland,"$400,000","$871,502",1992
646,Blue Edwards,"$390,000","$849,715",1992
647,Jeff Sanders,"$385,000","$838,821",1992
648,Terry Davis,"$382,000","$832,285",1992
649,Tree Rollins,"$375,000","$817,034",1992
650,Scott Williams,"$350,000","$762,565",1992
651,Steve Henson,"$350,000","$762,565",1992
652,Greg Foster,"$339,000","$738,598",1992
653,Bob Thornton,"$335,000","$729,883",1992
654,Mitchell Wiggins,"$335,000","$729,883",1992
655,Jon Sundvold,"$333,000","$725,526",1992
656,Vernon Maxwell,"$325,000","$708,096",1992
657,Carl Herrera,"$325,000","$708,096",1992
658,A.J. English,"$325,000","$708,096",1992
659,Jim Les,"$323,000","$703,738",1992
660,Rafael Addison,"$311,000","$677,593",1992
661,Doug West,"$310,000","$675,414",1992
662,Ken Bannister,"$300,000","$653,627",1992
663,Jack Haley,"$300,000","$653,627",1992
664,Dave Corzine,"$300,000","$653,627",1992
665,Kevin Pritchard,"$288,000","$627,481",1992
666,Matt Bullard,"$275,000","$599,158",1992
667,Kenny Williams,"$275,000","$599,158",1992
668,Walter Palmer,"$275,000","$599,158",1992
669,Ian Lockhart,"$263,000","$573,013",1992
670,Marcus Liberty,"$260,000","$566,476",1992
671,Grant Long,"$252,000","$549,046",1992
672,John Shasky,"$250,000","$544,689",1992
673,Kelvin Upshaw,"$250,000","$544,689",1992
674,Mark Hughes,"$250,000","$544,689",1992
675,Cedric Ceballos,"$250,000","$544,689",1992
676,Andy Toolson,"$250,000","$544,689",1992
677,David Wingate,"$250,000","$544,689",1992
678,Haywoode Workman,"$250,000","$544,689",1992
679,Delaney Rudd,"$240,000","$522,901",1992
680,David Benoit,"$230,000","$501,114",1992
681,Jim Paxson,"$225,000","$490,220",1992
682,Rodney Monroe,"$217,000","$472,790",1992
683,Bimbo Coles,"$212,000","$461,896",1992
684,Anthony Mason,"$210,000","$457,539",1992
685,Randy Brown,"$210,000","$457,539",1992
686,Keith Askins,"$202,000","$440,108",1992
687,Alan Ogg,"$202,000","$440,108",1992
688,Jimmy Oliver,"$200,000","$435,751",1992
689,Myron Brown,"$200,000","$435,751",1992
690,Tom Garrick,"$200,000","$435,751",1992
691,Tony Massenburg,"$200,000","$435,751",1992
692,Mike Iuzzolino,"$185,000","$403,070",1992
693,Mark Randall,"$180,000","$392,176",1992
694,LeRon Ellis,"$180,000","$392,176",1992
695,Jawann Oldham,"$175,000","$381,282",1992
696,Greg Sutton,"$175,000","$381,282",1992
697,Tom Copa,"$160,000","$348,601",1992
698,Doug Lee,"$150,000","$326,813",1992
699,Lamont Strothers,"$150,000","$326,813",1992
700,Dave Feitl,"$135,000","$294,132",1992
701,Vincent Askew,"$135,000","$294,132",1992
702,Gary Leonard,"$130,000","$283,238",1992
703,A.J. Wynder,"$130,000","$283,238",1992
704,Anthony Frederick,"$130,000","$283,238",1992
705,Darnell Valentine,"$130,000","$283,238",1992
706,Donald Hodge,"$130,000","$283,238",1992
707,Bob McCann,"$130,000","$283,238",1992
708,Charles Thomas,"$130,000","$283,238",1992
709,Mario Elie,"$130,000","$283,238",1992
710,Sean Green,"$130,000","$283,238",1992
711,Elliot Perry,"$130,000","$283,238",1992
712,Lanard Copeland,"$130,000","$283,238",1992
713,Tony Brown,"$130,000","$283,238",1992
714,Keith Owens,"$130,000","$283,238",1992
715,Bobby Phills,"$130,000","$283,238",1992
716,Patrick Eddie,"$130,000","$283,238",1992
717,Bart Kofoed,"$130,000","$283,238",1992
718,Marty Conlon,"$130,000","$283,238",1992
719,Derek Strong,"$130,000","$283,238",1992
720,Robert Reid,"$130,000","$283,238",1992
721,Tharon Mayes,"$130,000","$283,238",1992
722,Ennis Whatley,"$130,000","$283,238",1992
723,Robert Pack,"$130,000","$283,238",1992
724,Donald Royal,"$130,000","$283,238",1992
725,Morlon Wiley,"$130,000","$283,238",1992
726,Corey Crowder,"$130,000","$283,238",1992
727,Isaac Austin,"$130,000","$283,238",1992
728,Andre Turner,"$130,000","$283,238",1992
729,Larry Stewart,"$130,000","$283,238",1992
730,Rory Sparrow,"$126,000","$274,523",1992
731,Paul Graham,"$125,000","$272,344",1992
732,Kennard Winchester,"$120,000","$261,450",1992
733,Chuck Nevitt,"$118,000","$257,093",1992
734,Dan Godfread,"$100,000","$217,875",1992
735,David Robinson,"$5,720,000","$12,089,150",1993
736,Michael Jordan,"$4,000,000","$8,453,951",1993
737,Hot Rod Williams,"$3,786,000","$8,001,665",1993
738,Vlade Divac,"$3,633,000","$7,678,301",1993
739,Robert Parish,"$3,513,000","$7,424,682",1993
740,Dominique Wilkins,"$3,500,000","$7,397,207",1993
741,Kevin McHale,"$3,500,000","$7,397,207",1993
742,Scottie Pippen,"$3,425,000","$7,238,695",1993
743,Reggie Lewis,"$3,320,000","$7,016,779",1993
744,Patrick Ewing,"$3,300,000","$6,974,509",1993
745,Reggie Miller,"$3,211,000","$6,786,409",1993
746,Benoit Benjamin,"$3,175,000","$6,710,324",1993
747,Hakeem Olajuwon,"$3,170,000","$6,699,756",1993
748,Danny Ferry,"$3,143,000","$6,642,692",1993
749,Sam Perkins,"$3,047,000","$6,439,797",1993
750,Shaquille O'Neal,"$3,000,000","$6,340,463",1993
751,Brad Daugherty,"$2,923,000","$6,177,725",1993
752,Derrick Coleman,"$2,870,000","$6,065,710",1993
753,Karl Malone,"$2,854,000","$6,031,894",1993
754,Chris Mullin,"$2,844,000","$6,010,759",1993
755,Larry Nance,"$2,775,000","$5,864,928",1993
756,Ralph Sampson,"$2,685,000","$5,674,714",1993
757,Jerome Kersey,"$2,655,000","$5,611,310",1993
758,Sam Bowie,"$2,600,000","$5,495,068",1993
759,Danny Manning,"$2,600,000","$5,495,068",1993
760,Larry Johnson,"$2,540,000","$5,368,259",1993
761,Magic Johnson,"$2,500,000","$5,283,719",1993
762,Bernard King,"$2,500,000","$5,283,719",1993
763,Jon Koncak,"$2,450,000","$5,178,045",1993
764,Kevin Willis,"$2,425,000","$5,125,208",1993
765,Charles Barkley,"$2,420,000","$5,114,640",1993
766,Terry Cummings,"$2,407,000","$5,087,165",1993
767,Alonzo Mourning,"$2,400,000","$5,072,370",1993
768,Dikembe Mutombo,"$2,400,000","$5,072,370",1993
769,Dennis Scott,"$2,400,000","$5,072,370",1993
770,Hersey Hawkins,"$2,400,000","$5,072,370",1993
771,Rony Seikaly,"$2,382,000","$5,034,328",1993
772,Kenny Anderson,"$2,376,000","$5,021,647",1993
773,Mahmoud Abdul-Rauf,"$2,358,000","$4,983,604",1993
774,Dennis Rodman,"$2,350,000","$4,966,696",1993
775,Wayman Tisdale,"$2,333,000","$4,930,767",1993
776,Larry Bird,"$2,300,000","$4,861,022",1993
777,Armen Gilliam,"$2,300,000","$4,861,022",1993
778,Pervis Ellison,"$2,300,000","$4,861,022",1993
779,Isiah Thomas,"$2,272,000","$4,801,844",1993
780,Steve Smith,"$2,252,000","$4,759,574",1993
781,Moses Malone,"$2,230,000","$4,713,077",1993
782,Ron Harper,"$2,220,000","$4,691,943",1993
783,Kevin Duckworth,"$2,213,000","$4,677,148",1993
784,Bill Cartwright,"$2,200,000","$4,649,673",1993
785,Terry Porter,"$2,200,000","$4,649,673",1993
786,John Stockton,"$2,200,000","$4,649,673",1993
787,Gary Payton,"$2,183,000","$4,613,744",1993
788,Chuck Person,"$2,156,000","$4,556,679",1993
789,Otis Thorpe,"$2,102,000","$4,442,551",1993
790,Christian Laettner,"$2,100,000","$4,438,324",1993
791,Willie Anderson,"$2,075,000","$4,385,487",1993
792,Derek Harper,"$2,069,000","$4,372,806",1993
793,Mike Sanders,"$2,010,000","$4,248,109",1993
794,Rex Chapman,"$2,004,000","$4,235,429",1993
795,John Salley,"$2,002,000","$4,231,202",1993
796,Rik Smits,"$2,000,000","$4,226,975",1993
797,LaSalle Thompson,"$2,000,000","$4,226,975",1993
798,Ricky Pierce,"$2,000,000","$4,226,975",1993
799,Blair Rasmussen,"$1,988,000","$4,201,613",1993
800,Kenny Smith,"$1,983,000","$4,191,046",1993
801,Jeff Malone,"$1,980,000","$4,184,705",1993
802,Billy Owens,"$1,962,000","$4,146,663",1993
803,Kendall Gill,"$1,908,000","$4,032,534",1993
804,Horace Grant,"$1,900,000","$4,015,626",1993
805,LaPhonso Ellis,"$1,900,000","$4,015,626",1993
806,Stanley Roberts,"$1,900,000","$4,015,626",1993
807,Johnny Dawkins,"$1,900,000","$4,015,626",1993
808,Tom Chambers,"$1,885,000","$3,983,924",1993
809,Xavier McDaniel,"$1,869,000","$3,950,108",1993
810,Sherman Douglas,"$1,869,000","$3,950,108",1993
811,James Worthy,"$1,850,000","$3,909,952",1993
812,Kevin Johnson,"$1,850,000","$3,909,952",1993
813,Buck Williams,"$1,850,000","$3,909,952",1993
814,Doug Smith,"$1,845,000","$3,899,385",1993
815,Cliff Robinson,"$1,805,000","$3,814,845",1993
816,Fat Lever,"$1,802,000","$3,808,505",1993
817,Sean Elliott,"$1,802,000","$3,808,505",1993
818,Frank Brickowski,"$1,800,000","$3,804,278",1993
819,Jay Humphries,"$1,800,000","$3,804,278",1993
820,Mark Jackson,"$1,790,000","$3,783,143",1993
821,Micheal Williams,"$1,775,000","$3,751,440",1993
822,A.C. Green,"$1,750,000","$3,698,603",1993
823,Charles Shackleford,"$1,720,000","$3,635,199",1993
824,Sleepy Floyd,"$1,700,000","$3,592,929",1993
825,Mark Price,"$1,690,000","$3,571,794",1993
826,Manute Bol,"$1,650,000","$3,487,254",1993
827,Jeff Hornacek,"$1,646,000","$3,478,801",1993
828,Harvey Grant,"$1,625,000","$3,434,417",1993
829,Drazen Petrovic,"$1,615,000","$3,413,282",1993
830,Felton Spencer,"$1,610,000","$3,402,715",1993
831,Danny Schayes,"$1,600,000","$3,381,580",1993
832,Luc Longley,"$1,590,000","$3,360,445",1993
833,Glen Rice,"$1,552,000","$3,280,133",1993
834,Vernon Maxwell,"$1,542,000","$3,258,998",1993
835,Terry Davis,"$1,537,000","$3,248,430",1993
836,Chris Morris,"$1,510,000","$3,191,366",1993
837,Sam Vincent,"$1,510,000","$3,191,366",1993
838,Sarunas Marciulionis,"$1,500,000","$3,170,231",1993
839,Rolando Blackman,"$1,500,000","$3,170,231",1993
840,Lionel Simmons,"$1,464,000","$3,094,146",1993
841,Mike Gminski,"$1,415,000","$2,990,585",1993
842,Brian Shaw,"$1,413,000","$2,986,358",1993
843,Stacey King,"$1,400,000","$2,958,883",1993
844,Tyrone Hill,"$1,400,000","$2,958,883",1993
845,Detlef Schrempf,"$1,393,000","$2,944,088",1993
846,Michael Cage,"$1,390,000","$2,937,748",1993
847,Tony Campbell,"$1,383,000","$2,922,953",1993
848,Clyde Drexler,"$1,378,000","$2,912,386",1993
849,Vern Fleming,"$1,360,000","$2,874,343",1993
850,Mark Aguirre,"$1,351,000","$2,855,322",1993
851,Scott Skiles,"$1,348,000","$2,848,981",1993
852,Joe Dumars,"$1,339,000","$2,829,960",1993
853,Terry Mills,"$1,337,000","$2,825,733",1993
854,Mark Eaton,"$1,333,000","$2,817,279",1993
855,Danny Ainge,"$1,330,000","$2,810,938",1993
856,Todd Day,"$1,325,000","$2,800,371",1993
857,Bill Laimbeer,"$1,319,000","$2,787,690",1993
858,Spud Webb,"$1,317,000","$2,783,463",1993
859,Michael Adams,"$1,309,000","$2,766,555",1993
860,Sidney Green,"$1,288,000","$2,722,172",1993
861,Alton Lister,"$1,283,000","$2,711,604",1993
862,Alvin Robertson,"$1,283,000","$2,711,604",1993
863,Ken Norman,"$1,275,000","$2,694,697",1993
864,Doug West,"$1,275,000","$2,694,697",1993
865,Walt Williams,"$1,275,000","$2,694,697",1993
866,Mike Brown,"$1,275,000","$2,694,697",1993
867,Grant Long,"$1,258,000","$2,658,767",1993
868,Roy Hinson,"$1,250,000","$2,641,859",1993
869,James Edwards,"$1,250,000","$2,641,858",1993
870,Charles Smith,"$1,250,000","$2,641,859",1993
871,J.R. Reid,"$1,250,000","$2,641,859",1993
872,Tom Gugliotta,"$1,250,000","$2,641,859",1993
873,Antoine Carr,"$1,233,000","$2,605,930",1993
874,Mark Macon,"$1,228,000","$2,595,363",1993
875,Rumeal Robinson,"$1,225,000","$2,589,022",1993
876,Jim Petersen,"$1,221,000","$2,580,568",1993
877,Travis Mays,"$1,200,000","$2,536,185",1993
878,Kevin Gamble,"$1,200,000","$2,536,185",1993
879,Chris Dudley,"$1,200,000","$2,536,185",1993
880,John Paxson,"$1,200,000","$2,536,185",1993
881,Rod Strickland,"$1,200,000","$2,536,185",1993
882,Johnny Newman,"$1,175,000","$2,483,348",1993
883,Derrick McKey,"$1,162,000","$2,455,872",1993
884,Joe Kleine,"$1,150,000","$2,430,511",1993
885,Ed Pinckney,"$1,150,000","$2,430,511",1993
886,Stacey Augmon,"$1,138,000","$2,405,149",1993
887,Gary Grant,"$1,128,000","$2,384,014",1993
888,Orlando Woolridge,"$1,108,000","$2,341,744",1993
889,Loy Vaught,"$1,100,000","$2,324,836",1993
890,Byron Scott,"$1,100,000","$2,324,836",1993
891,Eddie Johnson,"$1,100,000","$2,324,836",1993
892,Kurt Rambis,"$1,100,000","$2,324,836",1993
893,Mark Bryant,"$1,100,000","$2,324,836",1993
894,Tyrone Corbin,"$1,100,000","$2,324,836",1993
895,Terry Catledge,"$1,086,000","$2,295,247",1993
896,Rodney McCray,"$1,075,000","$2,271,999",1993
897,Craig Ehlo,"$1,075,000","$2,271,999",1993
898,Greg Anthony,"$1,067,000","$2,255,091",1993
899,Charles Oakley,"$1,050,000","$2,219,162",1993
900,George McCloud,"$1,040,000","$2,198,027",1993
901,Andrew Lang,"$1,040,000","$2,198,027",1993
902,Mitch Richmond,"$1,036,000","$2,189,573",1993
903,Dave Jamerson,"$1,034,000","$2,185,346",1993
904,Bison Dele,"$1,011,000","$2,136,736",1993
905,Adam Keefe,"$1,000,000","$2,113,487",1993
906,Thurl Bailey,"$1,000,000","$2,113,487",1993
907,Mark West,"$1,000,000","$2,113,487",1993
908,Dale Ellis,"$1,000,000","$2,113,487",1993
909,Robert Horry,"$997,000","$2,107,147",1993
910,Reggie Williams,"$985,000","$2,081,785",1993
911,Ron Anderson,"$950,000","$2,007,813",1993
912,Duane Causwell,"$950,000","$2,007,813",1993
913,Victor Alexander,"$942,000","$1,990,905",1993
914,Randy White,"$930,000","$1,965,543",1993
915,William Bedford,"$925,000","$1,954,976",1993
916,Vinny Del Negro,"$920,000","$1,944,408",1993
917,Harold Miner,"$912,000","$1,927,500",1993
918,John Battle,"$910,000","$1,923,273",1993
919,Chris Gatling,"$910,000","$1,923,273",1993
920,Jerry Reynolds,"$910,000","$1,923,273",1993
921,Jerrod Mustaf,"$904,000","$1,910,593",1993
922,Gerald Glass,"$903,000","$1,908,479",1993
923,Anthony Bowie,"$900,000","$1,902,139",1993
924,Tim Perry,"$900,000","$1,902,139",1993
925,Doc Rivers,"$895,000","$1,891,571",1993
926,Lester Conner,"$890,000","$1,881,004",1993
927,Charles Jones,"$875,000","$1,849,301",1993
928,Fred Roberts,"$866,000","$1,830,280",1993
929,Dee Brown,"$865,000","$1,828,167",1993
930,Bo Kimble,"$865,000","$1,828,167",1993
931,Tom Hammonds,"$850,000","$1,796,464",1993
932,Bryant Stith,"$850,000","$1,796,464",1993
933,Olden Polynice,"$850,000","$1,796,464",1993
934,Stojko Vrankovic,"$831,000","$1,756,308",1993
935,Duane Ferrell,"$825,000","$1,743,627",1993
936,Willie Burton,"$802,000","$1,695,017",1993
937,Jayson Williams,"$800,000","$1,690,790",1993
938,Kevin Brooks,"$800,000","$1,690,790",1993
939,Carl Herrera,"$800,000","$1,690,790",1993
940,Pooh Richardson,"$800,000","$1,690,790",1993
941,John Williams,"$800,000","$1,690,790",1993
942,Nick Anderson,"$800,000","$1,690,790",1993
943,Clarence Weatherspoon,"$800,000","$1,690,790",1993
944,Ed Nealy,"$800,000","$1,690,790",1993
945,Sedale Threatt,"$796,000","$1,682,336",1993
946,Malik Sealy,"$790,000","$1,669,655",1993
947,Ledell Eackles,"$780,000","$1,648,520",1993
948,Greg Kite,"$775,000","$1,637,953",1993
949,Anthony Bonner,"$763,000","$1,612,591",1993
950,Alec Kessler,"$762,000","$1,610,477",1993
951,LaBradford Smith,"$760,000","$1,606,250",1993
952,Winston Garland,"$759,000","$1,604,136",1993
953,Dell Curry,"$750,000","$1,585,115",1993
954,Kevin Edwards,"$750,000","$1,585,115",1993
955,Nate McMillan,"$750,000","$1,585,115",1993
956,Darrell Walker,"$735,000","$1,553,413",1993
957,Dan Majerle,"$735,000","$1,553,413",1993
958,Tracy Murray,"$725,000","$1,532,278",1993
959,Dino Radja,"$711,000","$1,502,689",1993
960,Muggsy Bogues,"$700,000","$1,479,441",1993
961,Anthony Peeler,"$700,000","$1,479,441",1993
962,Eric Murdock,"$700,000","$1,479,441",1993
