Date,Open,High,Low,Close,Adj Close,Volume,ra100,ra200,ra400
2004-09-07,1856.0,1865.4300537109375,1847.47998046875,1858.56005859375,1858.56005859375,1320700000,,,
2004-09-08,1855.25,1870.0400390625,1850.050048828125,1850.6400146484375,1850.6400146484375,1442540000,,,
2004-09-09,1858.510009765625,1875.3900146484375,1849.3699951171875,1869.6500244140625,1869.6500244140625,1663790000,,,
2004-09-10,1870.3299560546875,1895.780029296875,1863.4599609375,1894.31005859375,1894.31005859375,1606650000,,,
2004-09-13,1900.1700439453125,1919.2099609375,1897.72998046875,1910.3800048828125,1910.3800048828125,1741080000,,,
2004-09-14,1909.199951171875,1917.739990234375,1901.77001953125,1915.4000244140625,1915.4000244140625,1509260000,,,
2004-09-15,1908.3800048828125,1908.3800048828125,1892.0799560546875,1896.52001953125,1896.52001953125,1575500000,,,
2004-09-16,1898.8299560546875,1914.3800048828125,1898.3599853515625,1904.0799560546875,1904.0799560546875,1325500000,,,
2004-09-17,1907.010009765625,1911.0,1896.6700439453125,1910.0899658203125,1910.0899658203125,1640370000,,,
2004-09-20,1903.02001953125,1921.5,1900.239990234375,1908.0699462890625,1908.0699462890625,1565540000,,,
2004-09-21,1913.1300048828125,1925.8499755859375,1909.4300537109375,1921.1800537109375,1921.1800537109375,1531560000,,,
2004-09-22,1910.22998046875,1910.22998046875,1884.8499755859375,1885.7099609375,1885.7099609375,1588290000,,,
2004-09-23,1887.02001953125,1894.6700439453125,1883.3199462890625,1886.4300537109375,1886.4300537109375,1396810000,,,
2004-09-24,1888.8900146484375,1897.4200439453125,1879.47998046875,1879.47998046875,1879.47998046875,1360090000,,,
2004-09-27,1871.1600341796875,1871.93994140625,1858.8800048828125,1859.8800048828125,1859.8800048828125,1316790000,,,
2004-09-28,1865.8800048828125,1873.8599853515625,1852.5899658203125,1869.8699951171875,1869.8699951171875,1536980000,,,
2004-09-29,1870.6099853515625,1894.06005859375,1869.949951171875,1893.93994140625,1893.93994140625,1637280000,,,
2004-09-30,1892.5999755859375,1902.25,1887.6800537109375,1896.8399658203125,1896.8399658203125,1656620000,,,
2004-10-01,1909.5899658203125,1942.22998046875,1908.5699462890625,1942.199951171875,1942.199951171875,1820300000,,,
2004-10-04,1954.5899658203125,1965.760009765625,1950.1700439453125,1952.4000244140625,1952.4000244140625,1854970000,,,
2004-10-05,1950.22998046875,1960.9000244140625,1946.8599853515625,1955.5,1955.5,1709600000,,,
2004-10-06,1953.9100341796875,1971.0400390625,1947.239990234375,1971.030029296875,1971.030029296875,1922870000,,,
2004-10-07,1967.3699951171875,1970.260009765625,1948.030029296875,1948.52001953125,1948.52001953125,1734970000,,,
2004-10-08,1940.6700439453125,1949.3399658203125,1917.719970703125,1919.969970703125,1919.969970703125,1668940000,,,
2004-10-11,1924.4100341796875,1930.6600341796875,1920.760009765625,1928.760009765625,1928.760009765625,1173820000,,,
2004-10-12,1913.699951171875,1929.97998046875,1904.1099853515625,1925.1700439453125,1925.1700439453125,1508390000,,,
2004-10-13,1944.9599609375,1948.010009765625,1914.4599609375,1920.530029296875,1920.530029296875,1776120000,,,
2004-10-14,1920.5799560546875,1921.8199462890625,1900.77001953125,1903.02001953125,1903.02001953125,1590290000,,,
2004-10-15,1907.9300537109375,1923.9200439453125,1899.3299560546875,1911.5,1911.5,1648280000,,,
2004-10-18,1909.780029296875,1936.52001953125,1904.5,1936.52001953125,1936.52001953125,1505000000,,,
2004-10-19,1944.4100341796875,1952.8499755859375,1922.5999755859375,1922.9000244140625,1922.9000244140625,1713330000,,,
2004-10-20,1920.06005859375,1934.3199462890625,1910.8299560546875,1932.969970703125,1932.969970703125,1650470000,,,
2004-10-21,1940.1099853515625,1957.47998046875,1933.0,1953.6199951171875,1953.6199951171875,2006000000,,,
2004-10-22,1952.3599853515625,1952.5400390625,1914.3900146484375,1915.1400146484375,1915.1400146484375,1737960000,,,
2004-10-25,1911.0799560546875,1920.7099609375,1905.9100341796875,1914.0400390625,1914.0400390625,1603830000,,,
2004-10-26,1915.1500244140625,1928.800048828125,1905.489990234375,1928.7900390625,1928.7900390625,1812550000,,,
2004-10-27,1928.0,1971.280029296875,1926.25,1969.989990234375,1969.989990234375,2075920000,,,
2004-10-28,1963.3599853515625,1980.3599853515625,1959.5699462890625,1975.739990234375,1975.739990234375,1821820000,,,
2004-10-29,1974.550048828125,1984.1800537109375,1963.8299560546875,1974.989990234375,1974.989990234375,1639950000,,,
2004-11-01,1975.47998046875,1983.9100341796875,1969.3199462890625,1979.8699951171875,1979.8699951171875,1522820000,,,
2004-11-02,1981.469970703125,2002.9300537109375,1978.6400146484375,1984.7900390625,1984.7900390625,1845080000,,,
2004-11-03,2014.449951171875,2020.030029296875,1992.699951171875,2004.3299560546875,2004.3299560546875,1957400000,,,
2004-11-04,1998.1500244140625,2023.719970703125,1992.0699462890625,2023.6300048828125,2023.6300048828125,1823490000,,,
2004-11-05,2035.0400390625,2046.9200439453125,2025.6300048828125,2038.93994140625,2038.93994140625,1908970000,,,
2004-11-08,2038.219970703125,2044.530029296875,2033.7900390625,2039.25,2039.25,1609270000,,,
2004-11-09,2039.030029296875,2049.77001953125,2034.4100341796875,2043.3299560546875,2043.3299560546875,1692200000,,,
2004-11-10,2039.5799560546875,2047.25,2032.3699951171875,2034.56005859375,2034.56005859375,1853460000,,,
2004-11-11,2041.3399658203125,2061.39990234375,2039.739990234375,2061.27001953125,2061.27001953125,1764760000,,,
2004-11-12,2065.320068359375,2085.340087890625,2056.409912109375,2085.340087890625,2085.340087890625,2004310000,,,
2004-11-15,2082.590087890625,2094.1298828125,2078.840087890625,2094.090087890625,2094.090087890625,1888260000,,,
2004-11-16,2087.070068359375,2087.300048828125,2073.35009765625,2078.6201171875,2078.6201171875,1901080000,,,
2004-11-17,2090.93994140625,2112.179931640625,2090.719970703125,2099.679931640625,2099.679931640625,2223370000,,,
2004-11-18,2096.18994140625,2105.389892578125,2089.47998046875,2104.280029296875,2104.280029296875,1915430000,,,
2004-11-19,2100.449951171875,2102.60009765625,2070.6298828125,2070.6298828125,2070.6298828125,2033710000,,,
2004-11-22,2066.340087890625,2085.18994140625,2052.800048828125,2085.18994140625,2085.18994140625,1897960000,,,
2004-11-23,2082.469970703125,2092.02001953125,2068.97998046875,2084.280029296875,2084.280029296875,2057620000,,,
2004-11-24,2091.7900390625,2103.800048828125,2090.199951171875,2102.5400390625,2102.5400390625,1638170000,,,
2004-11-26,2101.81005859375,2110.3798828125,2101.81005859375,2101.969970703125,2101.969970703125,667760000,,,
2004-11-29,2110.909912109375,2117.889892578125,2090.35009765625,2106.8701171875,2106.8701171875,1844330000,,,
2004-11-30,2104.669921875,2107.449951171875,2096.81005859375,2096.81005859375,2096.81005859375,1878760000,,,
2004-12-01,2104.580078125,2138.320068359375,2104.580078125,2138.22998046875,2138.22998046875,2281640000,,,
2004-12-02,2133.949951171875,2156.139892578125,2131.64990234375,2143.570068359375,2143.570068359375,2401610000,,,
2004-12-03,2153.2900390625,2164.6298828125,2145.719970703125,2147.9599609375,2147.9599609375,2410930000,,,
2004-12-06,2145.429931640625,2157.429931640625,2138.2099609375,2151.25,2151.25,2150250000,,,
2004-12-07,2154.1298828125,2161.300048828125,2114.64990234375,2114.659912109375,2114.659912109375,2671520000,,,
2004-12-08,2118.139892578125,2130.760009765625,2110.570068359375,2126.110107421875,2126.110107421875,2390860000,,,
2004-12-09,2109.550048828125,2134.22998046875,2097.860107421875,2129.010009765625,2129.010009765625,2284150000,,,
2004-12-10,2121.14990234375,2134.60009765625,2120.330078125,2128.070068359375,2128.070068359375,1794840000,,,
2004-12-13,2141.199951171875,2148.5,2132.18994140625,2148.5,2148.5,2070980000,,,
2004-12-14,2145.050048828125,2163.5,2145.050048828125,2159.840087890625,2159.840087890625,2228670000,,,
2004-12-15,2159.679931640625,2171.27001953125,2151.31005859375,2162.550048828125,2162.550048828125,2337590000,,,
2004-12-16,2159.9599609375,2164.800048828125,2138.81005859375,2146.14990234375,2146.14990234375,2396220000,,,
2004-12-17,2142.7099609375,2150.85009765625,2135.050048828125,2135.199951171875,2135.199951171875,2423080000,,,
2004-12-20,2142.2099609375,2154.47998046875,2124.219970703125,2127.85009765625,2127.85009765625,1991460000,,,
2004-12-21,2134.75,2151.7099609375,2133.340087890625,2150.909912109375,2150.909912109375,1972860000,,,
2004-12-22,2145.989990234375,2163.47998046875,2145.179931640625,2157.030029296875,2157.030029296875,1802760000,,,
2004-12-23,2153.31005859375,2168.780029296875,2153.31005859375,2160.6201171875,2160.6201171875,1430770000,,,
2004-12-27,2168.820068359375,2171.93994140625,2147.590087890625,2154.219970703125,2154.219970703125,1478700000,,,
2004-12-28,2156.75,2177.18994140625,2156.530029296875,2177.18994140625,2177.18994140625,1587550000,,,
2004-12-29,2170.989990234375,2182.330078125,2170.989990234375,2177.0,2177.0,1503880000,,,
2004-12-30,2177.469970703125,2182.3701171875,2176.39990234375,2178.340087890625,2178.340087890625,1403140000,,,
2004-12-31,2178.97998046875,2185.56005859375,2174.6298828125,2175.43994140625,2175.43994140625,1366460000,,,
2005-01-03,2184.75,2191.60009765625,2148.719970703125,2152.14990234375,2152.14990234375,2193130000,,,
2005-01-04,2158.31005859375,2159.639892578125,2100.56005859375,2107.860107421875,2107.860107421875,2690460000,,,
2005-01-05,2102.89990234375,2116.75,2091.239990234375,2091.239990234375,2091.239990234375,2375380000,,,
2005-01-06,2098.510009765625,2103.89990234375,2088.030029296875,2090.0,2090.0,2174220000,,,
2005-01-07,2099.949951171875,2103.389892578125,2076.68994140625,2088.610107421875,2088.610107421875,2191910000,,,
2005-01-10,2087.6201171875,2111.429931640625,2086.659912109375,2097.0400390625,2097.0400390625,2098270000,,,
2005-01-11,2089.070068359375,2090.6201171875,2072.6201171875,2079.6201171875,2079.6201171875,2210240000,,,
2005-01-12,2089.699951171875,2093.43994140625,2066.7900390625,2092.530029296875,2092.530029296875,2257670000,,,
2005-01-13,2093.5400390625,2094.800048828125,2067.93994140625,2070.56005859375,2070.56005859375,2111610000,,,
2005-01-14,2079.469970703125,2088.580078125,2075.469970703125,2087.909912109375,2087.909912109375,2084860000,,,
2005-01-18,2081.860107421875,2106.18994140625,2078.0400390625,2106.0400390625,2106.0400390625,1983840000,,,
2005-01-19,2105.739990234375,2105.840087890625,2072.199951171875,2073.590087890625,2073.590087890625,2217700000,,,
2005-01-20,2056.3798828125,2065.590087890625,2045.8800048828125,2045.8800048828125,2045.8800048828125,2231360000,,,
2005-01-21,2053.14990234375,2058.0,2032.8800048828125,2034.27001953125,2034.27001953125,2043770000,,,
2005-01-24,2040.1300048828125,2043.969970703125,2008.6800537109375,2008.699951171875,2008.699951171875,2134680000,,,
2005-01-25,2022.0799560546875,2037.1800537109375,2017.5799560546875,2019.949951171875,2019.949951171875,2003630000,,,
2005-01-26,2034.68994140625,2049.340087890625,2028.18994140625,2046.0899658203125,2046.0899658203125,2105070000,,,
2005-01-27,2042.77001953125,2053.93994140625,2036.0899658203125,2047.1500244140625,2047.1500244140625,2106220000,2026.6349096679687,,
2005-01-28,2052.5400390625,2055.1298828125,2024.3599853515625,2035.8299560546875,2035.8299560546875,2098150000,2028.4076086425782,,
2005-01-31,2053.469970703125,2063.179931640625,2053.469970703125,2062.409912109375,2062.409912109375,1823800000,2030.5253076171875,,
2005-02-01,2063.27001953125,2071.52001953125,2058.659912109375,2068.699951171875,2068.699951171875,1904570000,2032.5158068847657,,
2005-02-02,2074.06005859375,2079.580078125,2064.199951171875,2075.06005859375,2075.06005859375,1965550000,2034.3233068847655,,
2005-02-03,2065.43994140625,2066.929931640625,2049.25,2057.639892578125,2057.639892578125,1962750000,2035.7959057617188,,
2005-02-04,2056.469970703125,2086.719970703125,2056.2900390625,2086.659912109375,2086.659912109375,1941510000,2037.5085046386719,,
2005-02-07,2086.550048828125,2091.169921875,2075.409912109375,2082.030029296875,2082.030029296875,1698460000,2039.3636047363282,,
2005-02-08,2082.110107421875,2095.639892578125,2080.419921875,2086.679931640625,2086.679931640625,1943560000,2041.1896044921875,,
2005-02-09,2088.52001953125,2089.3798828125,2051.0,2052.550048828125,2052.550048828125,1958810000,2042.6142053222657,,
2005-02-10,2058.530029296875,2059.64990234375,2040.0400390625,2053.10009765625,2053.10009765625,2085500000,2044.0645068359374,,
2005-02-11,2048.9599609375,2081.47998046875,2039.719970703125,2076.659912109375,2076.659912109375,2163630000,2045.6193054199218,,
2005-02-14,2076.75,2085.1201171875,2074.81005859375,2082.909912109375,2082.909912109375,1639640000,2047.5913049316407,,
2005-02-15,2083.639892578125,2103.449951171875,2081.4599609375,2089.2099609375,2089.2099609375,2071590000,2049.619104003906,,
2005-02-16,2082.4599609375,2093.3701171875,2079.3701171875,2087.429931640625,2087.429931640625,1865070000,2051.698603515625,,
2005-02-17,2088.669921875,2093.679931640625,2061.340087890625,2061.340087890625,2061.340087890625,1950460000,2053.713204345703,,
2005-02-18,2065.14990234375,2068.889892578125,2056.199951171875,2058.6201171875,2058.6201171875,1614160000,2055.6007055664063,,
2005-02-22,2046.1800537109375,2064.669921875,2030.1700439453125,2030.3199462890625,2030.3199462890625,2056220000,2056.9645056152344,,
2005-02-23,2039.550048828125,2040.8399658203125,2024.6400146484375,2031.25,2031.25,1878450000,2058.3086059570314,,
2005-02-24,2028.4300537109375,2051.81005859375,2023.0,2051.699951171875,2051.699951171875,2031880000,2059.4036059570312,,
2005-02-25,2050.489990234375,2065.39990234375,2047.22998046875,2065.39990234375,2065.39990234375,1771200000,2060.533604736328,,
2005-02-28,2058.280029296875,2066.530029296875,2038.77001953125,2051.719970703125,2051.719970703125,2130140000,2061.4958044433592,,
2005-03-01,2057.469970703125,2073.739990234375,2057.18994140625,2071.25,2071.25,1941180000,2062.4980041503904,,
2005-03-02,2060.300048828125,2084.14990234375,2057.219970703125,2067.5,2067.5,2004470000,2063.687803955078,,
2005-03-03,2073.330078125,2074.7099609375,2047.9200439453125,2058.39990234375,2058.39990234375,1895880000,2065.0721032714846,,
2005-03-04,2071.14990234375,2078.139892578125,2064.929931640625,2070.610107421875,2070.610107421875,1829190000,2066.490604248047,,
2005-03-07,2073.89990234375,2100.570068359375,2073.820068359375,2090.2099609375,2090.2099609375,1949190000,2068.141003417969,,
2005-03-08,2087.110107421875,2095.739990234375,2072.590087890625,2073.550048828125,2073.550048828125,1696700000,2069.6712036132812,,
2005-03-09,2070.85009765625,2079.3701171875,2060.22998046875,2061.2900390625,2061.2900390625,1895520000,2071.253903808594,,
2005-03-10,2065.090087890625,2067.2099609375,2042.02001953125,2059.719970703125,2059.719970703125,1825790000,2072.736103515625,,
2005-03-11,2063.56005859375,2069.39990234375,2036.4100341796875,2041.5999755859375,2041.5999755859375,1792090000,2073.7869030761717,,
2005-03-14,2043.6400146484375,2051.0400390625,2037.4100341796875,2051.0400390625,2051.0400390625,1707720000,2075.068303222656,,
2005-03-15,2057.169921875,2059.070068359375,2034.4100341796875,2034.97998046875,2034.97998046875,1838790000,2076.0884033203124,,
2005-03-16,2028.2900390625,2037.9599609375,2011.6700439453125,2015.75,2015.75,1969690000,2076.7097033691407,,
2005-03-17,2016.9100341796875,2023.6700439453125,2010.52001953125,2016.4200439453125,2016.4200439453125,1745120000,2077.7225036621094,,
2005-03-18,2018.4100341796875,2020.4000244140625,1999.97998046875,2007.7900390625,2007.7900390625,2106980000,2078.6600036621094,,
2005-03-21,2008.1600341796875,2011.3900146484375,1993.760009765625,2007.510009765625,2007.510009765625,1611000000,2079.4472033691404,,
2005-03-22,2007.719970703125,2017.6600341796875,1988.8599853515625,1989.3399658203125,1989.3399658203125,1805950000,2079.640703125,,
2005-03-23,1985.489990234375,1999.4300537109375,1985.219970703125,1990.219970703125,1990.219970703125,1741150000,2079.7855029296875,,
2005-03-24,1997.47998046875,2008.6300048828125,1991.06005859375,1991.06005859375,1991.06005859375,1697930000,2079.9462036132813,,
2005-03-28,1998.760009765625,2005.489990234375,1992.52001953125,1992.52001953125,1992.52001953125,1487620000,2080.072703857422,,
2005-03-29,1990.27001953125,2002.6500244140625,1968.5799560546875,1973.8800048828125,1973.8800048828125,1797840000,2079.963603515625,,
2005-03-30,1980.0699462890625,2005.6700439453125,1980.0699462890625,2005.6700439453125,2005.6700439453125,1753610000,2079.9770043945314,,
2005-03-31,2005.7099609375,2006.6199951171875,1994.800048828125,1999.22998046875,1999.22998046875,1686970000,2079.7330041503906,,
2005-04-01,2009.0899658203125,2014.72998046875,1982.18994140625,1984.81005859375,1984.81005859375,1869690000,2079.1917053222655,,
2005-04-04,1983.81005859375,1995.800048828125,1972.0699462890625,1991.0699462890625,1991.0699462890625,1589310000,2078.709904785156,,
2005-04-05,1994.3800048828125,2002.3499755859375,1991.8800048828125,1999.3199462890625,1999.3199462890625,1647510000,2078.2698046875,,
2005-04-06,2004.25,2017.0799560546875,1996.9100341796875,1999.1400146484375,1999.1400146484375,1746400000,2077.9156042480467,,
2005-04-07,1999.6099853515625,2018.7900390625,1998.1400146484375,2018.7900390625,2018.7900390625,1714270000,2077.4908044433596,,
2005-04-08,2018.4200439453125,2021.8199462890625,1999.3299560546875,1999.3499755859375,1999.3499755859375,1516340000,2076.6309033203124,,
2005-04-11,2004.1600341796875,2006.239990234375,1991.2099609375,1992.1199951171875,1992.1199951171875,1382490000,2075.611202392578,,
2005-04-12,1988.3299560546875,2007.239990234375,1970.010009765625,2005.4000244140625,2005.4000244140625,1931870000,2074.879001464844,,
2005-04-13,2000.4599609375,2001.300048828125,1972.0999755859375,1974.3699951171875,1974.3699951171875,1705450000,2073.6259020996094,,
2005-04-14,1974.1800537109375,1975.4200439453125,1946.5799560546875,1946.7099609375,1946.7099609375,1930060000,2072.0502014160156,,
2005-04-15,1932.9599609375,1940.1500244140625,1906.7099609375,1908.1500244140625,1908.1500244140625,2314620000,2070.425402832031,,
2005-04-18,1906.4300537109375,1921.68994140625,1904.27001953125,1912.9200439453125,1912.9200439453125,1840360000,2068.702703857422,,
2005-04-19,1922.8199462890625,1933.2099609375,1918.1500244140625,1932.3599853515625,1932.3599853515625,1792830000,2067.183503417969,,
2005-04-20,1944.6400146484375,1945.5999755859375,1912.3499755859375,1913.760009765625,1913.760009765625,2004950000,2065.295703125,,
2005-04-21,1931.8499755859375,1962.4100341796875,1928.52001953125,1962.4100341796875,1962.4100341796875,1951490000,2063.9001037597654,,
2005-04-22,1953.5799560546875,1953.77001953125,1921.3800048828125,1932.18994140625,1932.18994140625,1802730000,2062.1533020019533,,
2005-04-25,1942.02001953125,1954.8699951171875,1938.449951171875,1950.780029296875,1950.780029296875,1442420000,2060.6930017089844,,
2005-04-26,1943.75,1958.5799560546875,1927.43994140625,1927.43994140625,1927.43994140625,1670040000,2058.585101318359,,
2005-04-27,1919.4200439453125,1937.1500244140625,1913.1400146484375,1930.4300537109375,1930.4300537109375,1764210000,2056.453701171875,,
2005-04-28,1922.030029296875,1927.31005859375,1904.0799560546875,1904.1800537109375,1904.1800537109375,1861340000,2054.0159020996093,,
2005-04-29,1917.6400146484375,1921.77001953125,1889.8299560546875,1921.6500244140625,1921.6500244140625,2039550000,2051.71990234375,,
2005-05-02,1923.22998046875,1933.4200439453125,1916.030029296875,1928.6500244140625,1928.6500244140625,1547750000,2049.859803466797,,
2005-05-03,1924.780029296875,1944.530029296875,1924.780029296875,1933.0699462890625,1933.0699462890625,1868140000,2047.9294018554688,,
