Date,Open,High,Low,Close,Adj Close,Volume,ra100,ra200,ra400
2005-05-04,1937.7900390625,1963.260009765625,1935.239990234375,1962.22998046875,1962.22998046875,1877820000,2046.2616015625,,
2005-05-05,1960.3800048828125,1969.2900390625,1951.489990234375,1961.800048828125,1961.800048828125,1719880000,2044.5989013671874,,
2005-05-06,1972.6600341796875,1973.5,1960.760009765625,1967.3499755859375,1967.3499755859375,1511120000,2042.787401123047,,
2005-05-09,1967.739990234375,1979.6700439453125,1960.27001953125,1979.6700439453125,1979.6700439453125,1441010000,2040.9857006835937,,
2005-05-10,1968.0799560546875,1971.25,1957.2900390625,1962.77001953125,1962.77001953125,1595520000,2038.987900390625,,
2005-05-11,1966.06005859375,1972.52001953125,1943.8900146484375,1971.550048828125,1971.550048828125,1716160000,2037.2419018554688,,
2005-05-12,1970.800048828125,1982.199951171875,1956.449951171875,1963.8800048828125,1963.8800048828125,1783430000,2035.5287023925782,,
2005-05-13,1978.280029296875,1990.0,1964.77001953125,1976.780029296875,1976.780029296875,1878980000,2034.0180017089845,,
2005-05-16,1976.3800048828125,1994.469970703125,1973.6700439453125,1994.4300537109375,1994.4300537109375,1390290000,2032.453203125,,
2005-05-17,1986.1600341796875,2004.1500244140625,1980.93994140625,2004.1500244140625,2004.1500244140625,1520510000,2030.924403076172,,
2005-05-18,2008.6300048828125,2034.300048828125,2007.199951171875,2030.6500244140625,2030.6500244140625,1957880000,2029.6247021484376,,
2005-05-19,2032.0899658203125,2042.6800537109375,2030.050048828125,2042.5799560546875,2042.5799560546875,1700580000,2028.508302001953,,
2005-05-20,2040.6300048828125,2046.4200439453125,2033.3499755859375,2046.4200439453125,2046.4200439453125,1492720000,2027.2006030273437,,
2005-05-23,2045.68994140625,2062.949951171875,2045.68994140625,2056.64990234375,2056.64990234375,1620130000,2025.9971020507812,,
2005-05-24,2052.280029296875,2062.52001953125,2049.77001953125,2061.6201171875,2061.6201171875,1695940000,2024.82990234375,,
2005-05-25,2055.780029296875,2055.780029296875,2041.949951171875,2050.1201171875,2050.1201171875,1493000000,2023.5767041015624,,
2005-05-26,2057.989990234375,2072.5400390625,2057.800048828125,2071.239990234375,2071.239990234375,1596460000,2022.7676049804688,,
2005-05-27,2068.530029296875,2076.800048828125,2064.989990234375,2075.72998046875,2075.72998046875,1237350000,2022.4463037109374,,
2005-05-31,2073.919921875,2076.010009765625,2065.02001953125,2068.219970703125,2068.219970703125,1578740000,2022.216103515625,,
2005-06-01,2067.22998046875,2095.5400390625,2067.22998046875,2087.860107421875,2087.860107421875,1779710000,2022.1947045898437,,
2005-06-02,2081.68994140625,2097.800048828125,2081.68994140625,2097.800048828125,2097.800048828125,1746620000,2022.2866040039062,,
2005-06-03,2094.179931640625,2095.989990234375,2069.169921875,2071.429931640625,2071.429931640625,1637900000,2022.0305029296876,,
2005-06-06,2072.360107421875,2078.610107421875,2066.360107421875,2075.760009765625,2075.760009765625,1477150000,2021.9919018554688,,
2005-06-07,2079.06005859375,2095.9599609375,2067.139892578125,2067.159912109375,2067.159912109375,1846530000,2021.7382006835937,,
2005-06-08,2073.2099609375,2074.610107421875,2057.580078125,2060.179931640625,2060.179931640625,1602540000,2021.6343994140625,,
2005-06-09,2059.580078125,2077.469970703125,2052.9599609375,2076.909912109375,2076.909912109375,1666670000,2021.5243994140626,,
2005-06-10,2076.25,2076.25,2055.93994140625,2063.0,2063.0,1449380000,2021.0939990234374,,
2005-06-13,2059.9599609375,2078.260009765625,2058.719970703125,2068.9599609375,2068.9599609375,1432130000,2021.0476977539063,,
2005-06-14,2068.0400390625,2074.780029296875,2064.080078125,2069.0400390625,2069.0400390625,1405850000,2021.279298095703,,
2005-06-15,2076.72998046875,2079.1298828125,2053.389892578125,2074.919921875,2074.919921875,1672670000,2021.6857971191407,,
2005-06-16,2076.27001953125,2089.510009765625,2073.2900390625,2089.14990234375,2089.14990234375,1793020000,2022.4902966308593,,
2005-06-17,2098.330078125,2098.530029296875,2085.239990234375,2090.110107421875,2090.110107421875,1993280000,2023.1918981933593,,
2005-06-20,2081.050048828125,2096.77001953125,2076.419921875,2088.1298828125,2088.1298828125,1408110000,2023.6122973632812,,
2005-06-21,2087.6298828125,2095.68994140625,2083.590087890625,2091.070068359375,2091.070068359375,1557480000,2024.0514978027343,2025.3432037353516,
2005-06-22,2097.050048828125,2102.75,2083.760009765625,2092.030029296875,2092.030029296875,1668440000,2024.6134985351562,2026.5105535888672,
2005-06-23,2093.909912109375,2106.570068359375,2070.570068359375,2070.659912109375,2070.659912109375,2009480000,2024.6959985351561,2027.610653076172,
2005-06-24,2070.330078125,2071.52001953125,2050.760009765625,2053.27001953125,2053.27001953125,2151000000,2024.54169921875,2028.5287530517578,
2005-06-27,2050.300048828125,2054.469970703125,2039.68994140625,2045.199951171875,2045.199951171875,1448300000,2024.2430981445314,2029.2832025146483,
2005-06-28,2051.77001953125,2072.580078125,2050.97998046875,2069.889892578125,2069.889892578125,1584200000,2024.3655981445313,2030.080751953125,
2005-06-29,2074.43994140625,2076.02001953125,2066.449951171875,2068.889892578125,2068.889892578125,1640360000,2024.1878979492187,2030.8482012939453,
2005-06-30,2072.050048828125,2076.159912109375,2056.239990234375,2056.9599609375,2056.9599609375,1731500000,2023.937197265625,2031.6504010009767,
2005-07-01,2060.969970703125,2064.81005859375,2053.06005859375,2057.3701171875,2057.3701171875,1176200000,2023.6440991210939,2032.4168518066406,
2005-07-05,2052.10009765625,2079.60009765625,2052.10009765625,2078.75,2078.75,1440300000,2023.9060986328125,2033.260151977539,
2005-07-06,2076.89990234375,2084.760009765625,2068.419921875,2068.64990234375,2068.64990234375,1592080000,2024.0615966796875,2034.0630517578124,
2005-07-07,2050.7099609375,2076.429931640625,2050.300048828125,2075.659912109375,2075.659912109375,1617860000,2024.0515966796875,2034.8354510498048,
2005-07-08,2077.89990234375,2113.909912109375,2076.530029296875,2112.8798828125,2112.8798828125,1685280000,2024.3512963867188,2035.9713006591796,
2005-07-11,2115.97998046875,2135.68994140625,2115.570068359375,2135.429931640625,2135.429931640625,1770800000,2024.81349609375,2037.216300048828,
2005-07-12,2132.510009765625,2149.780029296875,2128.820068359375,2143.14990234375,2143.14990234375,1657520000,2025.3706958007813,2038.534649658203,
2005-07-13,2142.60009765625,2146.56005859375,2136.3701171875,2144.110107421875,2144.110107421875,1540000000,2026.1983959960937,2039.9558001708983,
2005-07-14,2156.56005859375,2164.179931640625,2148.610107421875,2152.820068359375,2152.820068359375,1872310000,2027.1403955078124,2041.3705505371095,
2005-07-15,2152.699951171875,2160.639892578125,2145.179931640625,2156.780029296875,2156.780029296875,1534960000,2028.4049963378907,2042.6847509765626,
2005-07-18,2151.840087890625,2153.52001953125,2144.780029296875,2144.8701171875,2144.8701171875,1307270000,2029.5411975097657,2043.9249017333984,
2005-07-19,2156.77001953125,2173.8701171875,2154.360107421875,2173.179931640625,2173.179931640625,1632670000,2030.7559973144532,2045.0798016357421,
2005-07-20,2158.969970703125,2191.090087890625,2158.090087890625,2188.570068359375,2188.570068359375,1957070000,2031.9876989746094,2046.2606518554687,
2005-07-21,2191.77001953125,2193.18994140625,2171.97998046875,2178.60009765625,2178.60009765625,2034880000,2033.2565002441406,2047.37615234375,
2005-07-22,2176.139892578125,2182.639892578125,2165.43994140625,2179.739990234375,2179.739990234375,1660360000,2034.3414001464844,2048.4197021484374,
2005-07-25,2179.0400390625,2186.4599609375,2165.929931640625,2166.739990234375,2166.739990234375,1523020000,2035.3338000488282,2049.510802001953,
2005-07-26,2170.60009765625,2181.139892578125,2167.090087890625,2175.989990234375,2175.989990234375,1651840000,2036.5097009277345,2050.7909020996094,
2005-07-27,2178.72998046875,2187.14990234375,2167.8798828125,2186.219970703125,2186.219970703125,1750070000,2037.665799560547,2052.0782019042967,
2005-07-28,2188.2900390625,2198.52001953125,2183.27001953125,2198.43994140625,2198.43994140625,1683870000,2038.7480993652343,2053.4445513916016,
2005-07-29,2195.469970703125,2201.389892578125,2184.429931640625,2184.830078125,2184.830078125,1613950000,2039.8608996582032,2054.7660516357423,
2005-08-01,2191.489990234375,2201.8701171875,2189.080078125,2195.3798828125,2195.3798828125,1492680000,2041.2017980957032,2056.2278509521484,
2005-08-02,2197.7900390625,2219.0,2197.7900390625,2218.14990234375,2218.14990234375,1735020000,2042.7860974121095,2057.761100463867,
